"publishedDate","title","text","rating"
"2014-01-01","Delicia","Ao contrario daqui, lá nos Estados Unidos você encontra um Starbucks em cada esquina. Não deixe de provar o Moca e o sanduiche de frango hot, que são maravilhosos! ","4"
"2013-12-29","Café de boa qualidade","Passear pela Times Quare e depois dar uma paradinha na Starbucks na esquina Broadway e Times Quare é uma escolha imperdível. Ali tem uma variedade de cafés, sinal de internet para navegar e pessoas do mundo inteiro para se conhecer. Vale a pena.","4"
"2013-12-26","Leckerer Kaffee","Hier gibt es sehr leckeren Kaffee !!
Der Winter in Gotham ist kalt und da ist es schön sich bei einer guten Tasse Kaffee & gratis Wifi hier aufzuwärmen !!!","4"
"2013-12-12","Great food, good atmosphere","Perfect!  Great location!  Great atmosphere!  Definitely recommended going here!  The coffee is amazing!      ","5"
"2013-12-11","I love Frappucino","Sono stata in vari locali di questa catena, sempre buono, 
prezzi un po' alti per gli standard italiani","4"
"2013-12-10","Prático e gostoso","São mais de 250 Starbucks em NYC o que faz com que você os encontre em qualquer lugar, para se esquentar com um café num dia frio, ou fazer um lanche simples e saboroso.","4"
"2013-12-08","Tem no shopping Leblon do Rio e Ipanema","Gente, não tem o que falar do Starbucks. Cafés de todos os tipos, achocolatados, brownies e sanduiches para lunches rápidos, tudo muito bem feito, alem do que qualquer Starbucks de Manhattan possui Internet free, é só entrar e conectar. Simples assim.","5"
"2013-12-07","So-So Starbucks- Lexington & 87th Street in New York City","I am told that this is either the busiest or one of the busiest Starbucks restaurants in New York City. Lines can be maddeningly long and service is often slow and spotty giving one the impression that no one is working terribly hard to move the line and strengthen the efficiency of their service system. This Starbucks feels like it lacks a good manager who is seeing to it that things move swiftly and smoothly. If one is a Starbucks patron like me,it Is a given that the coffee is great. I don't buy anything else there, so cannot comment on sandwiches, salads, or pastries, but assume that they are acceptable if not much better than that. The service is the main problem and that includes too lengthy chats with regular customers while fifteen people are eagerly waiting to order their beverage and get the bus or train to work. I would not give a rating of ""poor"" for this reason, but they will ""earn"" that rating if they keep me waiting too long too much longer. Someone there has to begin to care about customers and make it contagious.","3"
"2013-12-04","Hot Chocolate e Moca são meus favoritos","Excelente opção para cafés e chocolates quentes. Para comer sugiri croissants e madeleines. Os iogurtes com frutas e granola também são muito bons. Tem pote de frutas cortadas, já prontas para consumo.","4"
"2013-12-04","Uno per tutti, tutti per uno","Uno vale l'altro, infatti sono tutti uguali e sono effettivamente dei posti di livello.
Se fosse una semplice americanata non avrebbe il successo che ha in tutto il mondo.
Meritatissimo, aggiungo io.
Io non sono un amante delle minestre spacciate per caffe ma in questo posto è bello assaggiare altro, di certo non entro da starbucks per un caffe espresso.
Buonissimo tutto, anche e soprattutto i dolci o meglio... i cakes...","4"
"2013-11-30","Starbucks sempre muito bom!","Fácil de encontrar em NY, tem em todos os lugares. Ideal para tomar café manhã. Para quem procura wifi de graça, vá até uma starbucks e use e abuse da internet. É uma das opções quando não tem café da manhã no hotel. Sempre muito bom!","5"
"2013-11-27","Tem em toda esquina","São diversas Starbucks espalhadas por NY, você sempre acaba ""tropeçando"" em uma. Ideal para toma café da manhã, qdo os hotéis não servem café. Fui várias vezes tomar café da manhã e comer o delicioso brownie. Para quem quer usar wifi sem ter que pagar a dica é entrar numa Starbucks.","5"
"2013-11-26","Wifi sempre","Entrei várias vezes em alguma Starbucks. São muitas lá, praticamente em cada esquina. Graças a isso conseguia me conectar com o mundo pelo wifi rsrs. Tomei café da manhã algumas vezes lá também. Adorei o café expresso (só conseguia tomar este) e acompanhado de bagel com cream cheese, que aliás me tornei fã. O chocolate quente também é uma boa pedida.","5"
"2013-11-24","It's Starbucks - you can count on the perfect cup everytime","It feels like there's a Starbucks on every corner in NYC.  This one offered the perfect way to start my day.  Not very inventive, I always get a venti non-fat chai latte (hot or cold depending on the weather) and savor every delicious sip.","4"
"2013-11-19","Sempre uma boa opção","O Starbucks já dominou o mundo, então muita gente conhece. Em NY ele está em todos os lugares (mesmo!). Sempre vale a pena tomar um chocolate quente ali para fugir um pouco do frio, dando sempre uma espiada no celular graças ao wi fi disponível no local. Para acompanhar, bagel com cream cheese ou donuts de raspberry/blueberry (maravilhosos!!!).","4"
"2013-11-15","Maravilhoso","Maravilhoso pasta tomar café da manhã, para tomar um cafezinho ou chocolate quente para aquecer, no inverno é uma ótima opção.","5"
"2013-11-14","melhor café","Tudo de bom, Acho todos da rede perfeitos. Em Belo Horizonnte precissa ter um, rs. Mas, em NY não posso deixar de ir. Atendimento ótimo, lugar perfeito pra um bate papo e todos os tipos de cafes que imaginar. Excelente e perfeito, tudo de bom!","4"
"2013-11-14","Local pequeno","Tomava café da manhä  no Starbucks todos os dias que estive em NY, era bem proximo ao hotel, mas o local é muito pequeno , e sempre com muita gente. Mas vale a pena , porque é uma delicia, tudo quentinho.Voltaria sem duvida.","4"
"2013-11-10","Exactly like home","It was exciting to hear the accents but other than this Starbucks is exactly like home, I know this is what to be expected of a chain, but is did expect it to be a bit more special.","3"
"2013-11-09","Não tem erro...","Toda vez que viajo, gosto de tomar o café da manhã no Starbucks. O preço pode até te assustar (6 dólares, em média). Mas o café é enorme e muito bom - além de ter opções variadas! Prove também o muffin de blueberry! É uma delícia!","4"
"2013-11-06","Ponto turismo viagem USA","Rede cafeteira tradicional USA , ótima opção lanche rápido.Minhas opções são cafe com caramelo e rosquinhas de canela são show.
Oferece internet free......","5"
"2013-10-28","Frappuccino...sbaaaaav!","Devo dire che in Italia mi manca, probabilmente anche perché non sono una cultrice del caffè, ma vorrei riavere il mitico frappucino, una scoperta illuminante!! Poi anche i dolci per la colazione, tutti da provare, a mio parere abbastanza buoni considerando che si tratta di una grande catena e non dei dolci della nonna! Ma soprattutto è stato tappa fissa (per il wifi e anche solo la presa di corrente) quando è mancata la luce a casa e avevo un lavoro da completare al pc! :P","4"
"2013-10-28","déjeuner rapide","on est vite mis dans le bain lors de la commande, facile et rapide pour gagner du temps et occuper sa journée aux visites des différents quartier de NY","4"
"2013-10-23","Tres bien","Bon cafe et bon chocolat chaud :-)
Bon gateaux aussi a faire a New York parfait
:-))))))))))))))))))))))))))))","4"
"2013-10-21","Nooit meer!","De Starbucks die ik bezocht was ergens in Battery Park. Het was mijn eerste keer, want ik wilde toch eens zien waar de hype over gaat nu Starbucks ook buiten de VS opduikt. Wat een teleurstelling! Duidelijk is dat Starbucks zich in feite richt op mensen die een beker koffie halen om mee te nemen. Even ergens rustig zitten en genieten van een lekkere kop koffie kan hier duidelijk niet. Zo'n kartonnen beker is ook armoedig dan. Het concept op zich vind ik ook waardeloos (voor mij dan). In de rij staan voor je bestelling en dan weer ergens anders aansluiten om je bekertje in ontvangst te nemen. En het duurt allemaal een eeuwigheid. Wachten, wachten, wachten. Voeg daar nog eens ongeïnteresseerd en onbeschoft personeel aan toe, plus het feit dat de koffie niet bijzonder is en mijn conclusie kan niet anders zijn dan: nooit meer!","1"
"2013-10-20","Kahvaltı Starbucks'ta yapılır","New York'a giderseniz özellikle Manhattan'a, saat farkının getirdiği erken kalkma imkanı sayesinde mutlaka sabah 06.00'da kaldığınız yerden çıkın ve kendinizi bir Starbucks'a atın.
New York'u yaşamak güne sabah 06.00 yada en geç 06.30'da Manhattan'da Starbucks'ta başlamakla olur.
Deneyin neyi kastettiğimi anlayacaksınız.","5"
"2013-10-19","Aproveitando frappuccino","Não existe nada mais comum e rotineiro que a ida em uma Starbuks, existem milhões nos EUA e todos os dias muitas pessoas entram e toma café a tarde ou qualquer hora do dia. O Frappuccino e ótimo, imperdível, o mais gostoso, e ainda pode aproveitar pra postar suas fotos no face pois a internet e ótimo e grátis . ","4"
"2013-10-18","solo cappuccino","tra i tanti ne prendo uno a caso da recensire......tanto sono tutti uguali. Se non siete amanti delle brodaglie americane vi consiglio di prendere il cappuccino, si fa bere volentieri. Per quanto riguarda servizio e locale inutile dare un voto.....pigli da bere e te ne vai.","3"
"2013-10-16","Salvação","Mitas vezes era a salvação da viajem pois estava muito frio e sempre que encontravamos um entravamos pra comprar um generoso como de café pra esquentar um pouco.","5"
